"CurrencyRateID","CurrencyRateDate","FromCurrencyCode","ToCurrencyCode","AverageRate","EndOfDayRate","ModifiedDate"
11983,"2004-05-21 00:00:00","USD","SAR",3.7502,3.749,"2004-05-21 00:00:00"
11984,"2004-05-21 00:00:00","USD","VEB",1489.0,1488.96,"2004-05-21 00:00:00"
11985,"2004-05-22 00:00:00","USD","ARS",3.75,3.7505,"2004-05-22 00:00:00"
11986,"2004-05-22 00:00:00","USD","AUD",1.8298,1.8298,"2004-05-22 00:00:00"
11987,"2004-05-22 00:00:00","USD","BRL",3.7757,3.777,"2004-05-22 00:00:00"
11988,"2004-05-22 00:00:00","USD","CAD",1.5934,1.6012,"2004-05-22 00:00:00"
11989,"2004-05-22 00:00:00","USD","CNY",8.2873,8.2879,"2004-05-22 00:00:00"
11990,"2004-05-22 00:00:00","USD","EUR",1.0217,1.0218,"2004-05-22 00:00:00"
11991,"2004-05-22 00:00:00","USD","GBP",0.6389,0.6394,"2004-05-22 00:00:00"
11992,"2004-05-22 00:00:00","USD","JPY",123.37,123.414,"2004-05-22 00:00:00"
11993,"2004-05-22 00:00:00","USD","MXN",10.192,10.202,"2004-05-22 00:00:00"
11994,"2004-05-22 00:00:00","USD","SAR",3.7502,3.7513,"2004-05-22 00:00:00"
11995,"2004-05-22 00:00:00","USD","VEB",1489.0,1489.03,"2004-05-22 00:00:00"
11996,"2004-05-23 00:00:00","USD","ARS",3.75,3.7496,"2004-05-23 00:00:00"
11997,"2004-05-23 00:00:00","USD","AUD",1.8294,1.8285,"2004-05-23 00:00:00"
11998,"2004-05-23 00:00:00","USD","BRL",3.7757,3.7669,"2004-05-23 00:00:00"
11999,"2004-05-23 00:00:00","USD","CAD",1.5922,1.5869,"2004-05-23 00:00:00"
12000,"2004-05-23 00:00:00","USD","CNY",8.2873,8.2873,"2004-05-23 00:00:00"
12001,"2004-05-23 00:00:00","USD","EUR",1.0208,1.02,"2004-05-23 00:00:00"
12002,"2004-05-23 00:00:00","USD","GBP",0.6391,0.6383,"2004-05-23 00:00:00"
12003,"2004-05-23 00:00:00","USD","JPY",123.21,123.147,"2004-05-23 00:00:00"
12004,"2004-05-23 00:00:00","USD","MXN",10.192,10.191,"2004-05-23 00:00:00"
12005,"2004-05-23 00:00:00","USD","SAR",3.7502,3.7471,"2004-05-23 00:00:00"
12006,"2004-05-23 00:00:00","USD","VEB",1489.0,1488.93,"2004-05-23 00:00:00"
12007,"2004-05-24 00:00:00","USD","ARS",3.76,3.7606,"2004-05-24 00:00:00"
12008,"2004-05-24 00:00:00","USD","AUD",1.8197,1.8201,"2004-05-24 00:00:00"
12009,"2004-05-24 00:00:00","USD","BRL",3.761,3.769,"2004-05-24 00:00:00"
12010,"2004-05-24 00:00:00","USD","CAD",1.5958,1.6032,"2004-05-24 00:00:00"
12011,"2004-05-24 00:00:00","USD","CNY",8.2873,8.2881,"2004-05-24 00:00:00"
12012,"2004-05-24 00:00:00","USD","EUR",1.017,1.0175,"2004-05-24 00:00:00"
12013,"2004-05-24 00:00:00","USD","GBP",0.6382,0.6389,"2004-05-24 00:00:00"
12014,"2004-05-24 00:00:00","USD","JPY",124.29,124.384,"2004-05-24 00:00:00"
12015,"2004-05-24 00:00:00","USD","MXN",10.222,10.223,"2004-05-24 00:00:00"
12016,"2004-05-24 00:00:00","USD","SAR",3.7502,3.7599,"2004-05-24 00:00:00"
12017,"2004-05-24 00:00:00","USD","VEB",1498.0,1498.0999,"2004-05-24 00:00:00"
12018,"2004-05-25 00:00:00","USD","ARS",3.74,3.7395,"2004-05-25 00:00:00"
12019,"2004-05-25 00:00:00","USD","AUD",1.8311,1.8304,"2004-05-25 00:00:00"
12020,"2004-05-25 00:00:00","USD","BRL",3.733,3.732,"2004-05-25 00:00:00"
12021,"2004-05-25 00:00:00","USD","CAD",1.5981,1.5949,"2004-05-25 00:00:00"
12022,"2004-05-25 00:00:00","USD","CNY",8.2873,8.2864,"2004-05-25 00:00:00"
12023,"2004-05-25 00:00:00","USD","EUR",1.0219,1.0208,"2004-05-25 00:00:00"
12024,"2004-05-25 00:00:00","USD","GBP",0.6439,0.6429,"2004-05-25 00:00:00"
12025,"2004-05-25 00:00:00","USD","JPY",124.39,124.388,"2004-05-25 00:00:00"
12026,"2004-05-25 00:00:00","USD","MXN",10.177,10.169,"2004-05-25 00:00:00"
12027,"2004-05-25 00:00:00","USD","SAR",3.7502,3.7467,"2004-05-25 00:00:00"
12028,"2004-05-25 00:00:00","USD","VEB",1493.0,1492.94,"2004-05-25 00:00:00"
12029,"2004-05-26 00:00:00","USD","ARS",3.74,3.741,"2004-05-26 00:00:00"
12030,"2004-05-26 00:00:00","USD","AUD",1.8225,1.8227,"2004-05-26 00:00:00"
12031,"2004-05-26 00:00:00","USD","BRL",3.7997,3.805,"2004-05-26 00:00:00"
12032,"2004-05-26 00:00:00","USD","CAD",1.5972,1.5984,"2004-05-26 00:00:00"
12033,"2004-05-26 00:00:00","USD","CNY",8.2872,8.2876,"2004-05-26 00:00:00"
12034,"2004-05-26 00:00:00","USD","EUR",1.0105,1.0112,"2004-05-26 00:00:00"
12035,"2004-05-26 00:00:00","USD","GBP",0.6392,0.64,"2004-05-26 00:00:00"
12036,"2004-05-26 00:00:00","USD","JPY",123.28,123.281,"2004-05-26 00:00:00"
12037,"2004-05-26 00:00:00","USD","MXN",10.257,10.2579,"2004-05-26 00:00:00"
12038,"2004-05-26 00:00:00","USD","SAR",3.7504,3.7551,"2004-05-26 00:00:00"
12039,"2004-05-26 00:00:00","USD","VEB",1493.0,1493.03,"2004-05-26 00:00:00"
12040,"2004-05-27 00:00:00","USD","ARS",3.7,3.7,"2004-05-27 00:00:00"
12041,"2004-05-27 00:00:00","USD","AUD",1.8248,1.8248,"2004-05-27 00:00:00"
12042,"2004-05-27 00:00:00","USD","BRL",3.96,3.9529,"2004-05-27 00:00:00"
12043,"2004-05-27 00:00:00","USD","CAD",1.5903,1.5844,"2004-05-27 00:00:00"
12044,"2004-05-27 00:00:00","USD","CNY",8.2871,8.2863,"2004-05-27 00:00:00"
12045,"2004-05-27 00:00:00","USD","EUR",1.0141,1.0137,"2004-05-27 00:00:00"
12046,"2004-05-27 00:00:00","USD","GBP",0.6394,0.6389,"2004-05-27 00:00:00"
12047,"2004-05-27 00:00:00","USD","JPY",123.62,123.583,"2004-05-27 00:00:00"
12048,"2004-05-27 00:00:00","USD","MXN",10.21,10.207,"2004-05-27 00:00:00"
12049,"2004-05-27 00:00:00","USD","SAR",3.7504,3.7473,"2004-05-27 00:00:00"
12050,"2004-05-27 00:00:00","USD","VEB",1479.5,1479.41,"2004-05-27 00:00:00"
12051,"2004-05-28 00:00:00","USD","ARS",3.7,3.7006,"2004-05-28 00:00:00"
12052,"2004-05-28 00:00:00","USD","AUD",1.8202,1.8208,"2004-05-28 00:00:00"
12053,"2004-05-28 00:00:00","USD","BRL",4.0316,4.035,"2004-05-28 00:00:00"
12054,"2004-05-28 00:00:00","USD","CAD",1.5869,1.5915,"2004-05-28 00:00:00"
12055,"2004-05-28 00:00:00","USD","CNY",8.287,8.2875,"2004-05-28 00:00:00"
12056,"2004-05-28 00:00:00","USD","EUR",1.0132,1.0138,"2004-05-28 00:00:00"
12057,"2004-05-28 00:00:00","USD","GBP",0.6403,0.6412,"2004-05-28 00:00:00"
12058,"2004-05-28 00:00:00","USD","JPY",124.06,124.114,"2004-05-28 00:00:00"
12059,"2004-05-28 00:00:00","USD","MXN",10.135,10.144,"2004-05-28 00:00:00"
12060,"2004-05-28 00:00:00","USD","SAR",3.7507,3.7568,"2004-05-28 00:00:00"
12061,"2004-05-28 00:00:00","USD","VEB",1479.5,1479.5999,"2004-05-28 00:00:00"
12062,"2004-05-29 00:00:00","USD","ARS",3.7,3.6999,"2004-05-29 00:00:00"
12063,"2004-05-29 00:00:00","USD","AUD",1.8238,1.8236,"2004-05-29 00:00:00"
12064,"2004-05-29 00:00:00","USD","BRL",4.0316,4.03,"2004-05-29 00:00:00"
12065,"2004-05-29 00:00:00","USD","CAD",1.5867,1.5794,"2004-05-29 00:00:00"
12066,"2004-05-29 00:00:00","USD","CNY",8.287,8.2863,"2004-05-29 00:00:00"
12067,"2004-05-29 00:00:00","USD","EUR",1.0132,1.0127,"2004-05-29 00:00:00"
12068,"2004-05-29 00:00:00","USD","GBP",0.6405,0.6401,"2004-05-29 00:00:00"
12069,"2004-05-29 00:00:00","USD","JPY",124.05,123.991,"2004-05-29 00:00:00"
12070,"2004-05-29 00:00:00","USD","MXN",10.13,10.122,"2004-05-29 00:00:00"
12071,"2004-05-29 00:00:00","USD","SAR",3.7507,3.7481,"2004-05-29 00:00:00"
12072,"2004-05-29 00:00:00","USD","VEB",1479.5,1479.46,"2004-05-29 00:00:00"
12073,"2004-05-30 00:00:00","USD","ARS",3.7,3.7006,"2004-05-30 00:00:00"
12074,"2004-05-30 00:00:00","USD","AUD",1.8277,1.8283,"2004-05-30 00:00:00"
12075,"2004-05-30 00:00:00","USD","BRL",4.0316,4.0389,"2004-05-30 00:00:00"
12076,"2004-05-30 00:00:00","USD","CAD",1.5867,1.5931,"2004-05-30 00:00:00"
12077,"2004-05-30 00:00:00","USD","CNY",8.287,8.2872,"2004-05-30 00:00:00"
12078,"2004-05-30 00:00:00","USD","EUR",1.0128,1.0129,"2004-05-30 00:00:00"
12079,"2004-05-30 00:00:00","USD","GBP",0.6401,0.6409,"2004-05-30 00:00:00"
12080,"2004-05-30 00:00:00","USD","JPY",124.16,124.233,"2004-05-30 00:00:00"
12081,"2004-05-30 00:00:00","USD","MXN",10.13,10.1329,"2004-05-30 00:00:00"
12082,"2004-05-30 00:00:00","USD","SAR",3.7507,3.7572,"2004-05-30 00:00:00"
12083,"2004-05-30 00:00:00","USD","VEB",1479.5,1479.52,"2004-05-30 00:00:00"
12084,"2004-05-31 00:00:00","USD","ARS",3.7,3.6995,"2004-05-31 00:00:00"
12085,"2004-05-31 00:00:00","USD","AUD",1.8295,1.8293,"2004-05-31 00:00:00"
12086,"2004-05-31 00:00:00","USD","BRL",3.89,3.886,"2004-05-31 00:00:00"
12087,"2004-05-31 00:00:00","USD","CAD",1.5862,1.5811,"2004-05-31 00:00:00"
12088,"2004-05-31 00:00:00","USD","CNY",8.2867,8.2866,"2004-05-31 00:00:00"
12089,"2004-05-31 00:00:00","USD","EUR",1.0133,1.0125,"2004-05-31 00:00:00"
12090,"2004-05-31 00:00:00","USD","GBP",0.6422,0.6421,"2004-05-31 00:00:00"
12091,"2004-05-31 00:00:00","USD","JPY",124.31,124.232,"2004-05-31 00:00:00"
12092,"2004-05-31 00:00:00","USD","MXN",10.13,10.124,"2004-05-31 00:00:00"
12093,"2004-05-31 00:00:00","USD","SAR",3.7509,3.7456,"2004-05-31 00:00:00"
12094,"2004-05-31 00:00:00","USD","VEB",1479.5,1479.47,"2004-05-31 00:00:00"
12095,"2004-06-01 00:00:00","USD","ARS",3.66,3.66,"2004-06-01 00:00:00"
12096,"2004-06-01 00:00:00","USD","AUD",1.8306,1.8309,"2004-06-01 00:00:00"
12097,"2004-06-01 00:00:00","USD","BRL",3.8399,3.841,"2004-06-01 00:00:00"
12098,"2004-06-01 00:00:00","USD","CAD",1.5873,1.5892,"2004-06-01 00:00:00"
12099,"2004-06-01 00:00:00","USD","CNY",8.2867,8.2874,"2004-06-01 00:00:00"
12100,"2004-06-01 00:00:00","USD","EUR",1.0187,1.0193,"2004-06-01 00:00:00"
12101,"2004-06-01 00:00:00","USD","GBP",0.6443,0.6444,"2004-06-01 00:00:00"
12102,"2004-06-01 00:00:00","USD","JPY",124.7,124.703,"2004-06-01 00:00:00"
12103,"2004-06-01 00:00:00","USD","MXN",10.145,10.1519,"2004-06-01 00:00:00"
12104,"2004-06-01 00:00:00","USD","SAR",3.7503,3.7591,"2004-06-01 00:00:00"
12105,"2004-06-01 00:00:00","USD","VEB",1429.5,1429.5,"2004-06-01 00:00:00"
12106,"2004-06-02 00:00:00","USD","ARS",3.66,3.6591,"2004-06-02 00:00:00"
12107,"2004-06-02 00:00:00","USD","AUD",1.8218,1.8211,"2004-06-02 00:00:00"
12108,"2004-06-02 00:00:00","USD","BRL",3.9207,3.915,"2004-06-02 00:00:00"
12109,"2004-06-02 00:00:00","USD","CAD",1.5845,1.5752,"2004-06-02 00:00:00"
12110,"2004-06-02 00:00:00","USD","CNY",8.2867,8.2858,"2004-06-02 00:00:00"
12111,"2004-06-02 00:00:00","USD","EUR",1.0192,1.0185,"2004-06-02 00:00:00"
12112,"2004-06-02 00:00:00","USD","GBP",0.6435,0.6435,"2004-06-02 00:00:00"
12113,"2004-06-02 00:00:00","USD","JPY",124.49,124.404,"2004-06-02 00:00:00"
12114,"2004-06-02 00:00:00","USD","MXN",10.0779,10.069,"2004-06-02 00:00:00"
12115,"2004-06-02 00:00:00","USD","SAR",3.7509,3.7465,"2004-06-02 00:00:00"
12116,"2004-06-02 00:00:00","USD","VEB",1429.5,1429.46,"2004-06-02 00:00:00"
12117,"2004-06-03 00:00:00","USD","ARS",3.6,3.6006,"2004-06-03 00:00:00"
12118,"2004-06-03 00:00:00","USD","AUD",1.8158,1.8164,"2004-06-03 00:00:00"
12119,"2004-06-03 00:00:00","USD","BRL",3.8999,3.91,"2004-06-03 00:00:00"
12120,"2004-06-03 00:00:00","USD","CAD",1.5708,1.5768,"2004-06-03 00:00:00"
12121,"2004-06-03 00:00:00","USD","CNY",8.2868,8.2875,"2004-06-03 00:00:00"
12122,"2004-06-03 00:00:00","USD","EUR",1.0301,1.0304,"2004-06-03 00:00:00"
12123,"2004-06-03 00:00:00","USD","GBP",0.6451,0.6454,"2004-06-03 00:00:00"
12124,"2004-06-03 00:00:00","USD","JPY",125.06,125.117,"2004-06-03 00:00:00"
12125,"2004-06-03 00:00:00","USD","MXN",10.009,10.013,"2004-06-03 00:00:00"
12126,"2004-06-03 00:00:00","USD","SAR",3.7509,3.7578,"2004-06-03 00:00:00"
12127,"2004-06-03 00:00:00","USD","VEB",1410.0,1410.04,"2004-06-03 00:00:00"
12128,"2004-06-04 00:00:00","USD","ARS",3.62,3.6198,"2004-06-04 00:00:00"
12129,"2004-06-04 00:00:00","USD","AUD",1.8185,1.8177,"2004-06-04 00:00:00"
12130,"2004-06-04 00:00:00","USD","BRL",3.8799,3.878,"2004-06-04 00:00:00"
12131,"2004-06-04 00:00:00","USD","CAD",1.5737,1.567,"2004-06-04 00:00:00"
12132,"2004-06-04 00:00:00","USD","CNY",8.2867,8.286,"2004-06-04 00:00:00"
12133,"2004-06-04 00:00:00","USD","EUR",1.0286,1.0283,"2004-06-04 00:00:00"
12134,"2004-06-04 00:00:00","USD","GBP",0.6469,0.6464,"2004-06-04 00:00:00"
12135,"2004-06-04 00:00:00","USD","JPY",125.55,125.529,"2004-06-04 00:00:00"
12136,"2004-06-04 00:00:00","USD","MXN",10.002,9.999,"2004-06-04 00:00:00"
12137,"2004-06-04 00:00:00","USD","SAR",3.7509,3.7429,"2004-06-04 00:00:00"
12138,"2004-06-04 00:00:00","USD","VEB",1418.5,1418.41,"2004-06-04 00:00:00"
12139,"2004-06-05 00:00:00","USD","ARS",3.62,3.6204,"2004-06-05 00:00:00"
12140,"2004-06-05 00:00:00","USD","AUD",1.8185,1.819,"2004-06-05 00:00:00"
12141,"2004-06-05 00:00:00","USD","BRL",3.8799,3.887,"2004-06-05 00:00:00"
12142,"2004-06-05 00:00:00","USD","CAD",1.5734,1.5812,"2004-06-05 00:00:00"
12143,"2004-06-05 00:00:00","USD","CNY",8.2867,8.2867,"2004-06-05 00:00:00"
12144,"2004-06-05 00:00:00","USD","EUR",1.0283,1.0286,"2004-06-05 00:00:00"
12145,"2004-06-05 00:00:00","USD","GBP",0.647,0.6479,"2004-06-05 00:00:00"
12146,"2004-06-05 00:00:00","USD","JPY",125.56,125.641,"2004-06-05 00:00:00"
12147,"2004-06-05 00:00:00","USD","MXN",9.9867,9.9949,"2004-06-05 00:00:00"
12148,"2004-06-05 00:00:00","USD","SAR",3.7507,3.7524,"2004-06-05 00:00:00"
12149,"2004-06-05 00:00:00","USD","VEB",1418.5,1418.54,"2004-06-05 00:00:00"
12150,"2004-06-06 00:00:00","USD","ARS",3.62,3.6194,"2004-06-06 00:00:00"
12151,"2004-06-06 00:00:00","USD","AUD",1.8167,1.8161,"2004-06-06 00:00:00"
12152,"2004-06-06 00:00:00","USD","BRL",3.8799,3.8799,"2004-06-06 00:00:00"
12153,"2004-06-06 00:00:00","USD","CAD",1.5742,1.5662,"2004-06-06 00:00:00"
12154,"2004-06-06 00:00:00","USD","CNY",8.2867,8.2861,"2004-06-06 00:00:00"
12155,"2004-06-06 00:00:00","USD","EUR",1.0285,1.0281,"2004-06-06 00:00:00"
12156,"2004-06-06 00:00:00","USD","GBP",0.6468,0.646,"2004-06-06 00:00:00"
12157,"2004-06-06 00:00:00","USD","JPY",125.43,125.3409,"2004-06-06 00:00:00"
12158,"2004-06-06 00:00:00","USD","MXN",9.9867,9.9789,"2004-06-06 00:00:00"
12159,"2004-06-06 00:00:00","USD","SAR",3.7507,3.7416,"2004-06-06 00:00:00"
12160,"2004-06-06 00:00:00","USD","VEB",1419.0,1418.9,"2004-06-06 00:00:00"
12161,"2004-06-07 00:00:00","USD","ARS",3.62,3.62,"2004-06-07 00:00:00"
12162,"2004-06-07 00:00:00","USD","AUD",1.8041,1.8042,"2004-06-07 00:00:00"
12163,"2004-06-07 00:00:00","USD","BRL",3.9159,3.9169,"2004-06-07 00:00:00"
12164,"2004-06-07 00:00:00","USD","CAD",1.5642,1.5644,"2004-06-07 00:00:00"
12165,"2004-06-07 00:00:00","USD","CNY",8.2868,8.287,"2004-06-07 00:00:00"
12166,"2004-06-07 00:00:00","USD","EUR",1.0271,1.0281,"2004-06-07 00:00:00"
12167,"2004-06-07 00:00:00","USD","GBP",0.6485,0.6489,"2004-06-07 00:00:00"
12168,"2004-06-07 00:00:00","USD","JPY",124.96,125.018,"2004-06-07 00:00:00"
12169,"2004-06-07 00:00:00","USD","MXN",9.9414,9.9499,"2004-06-07 00:00:00"
12170,"2004-06-07 00:00:00","USD","SAR",3.7502,3.7585,"2004-06-07 00:00:00"
12171,"2004-06-07 00:00:00","USD","VEB",1426.5,1426.525,"2004-06-07 00:00:00"
12172,"2004-06-08 00:00:00","USD","ARS",3.6099,3.6093,"2004-06-08 00:00:00"
12173,"2004-06-08 00:00:00","USD","AUD",1.8077,1.8076,"2004-06-08 00:00:00"
12174,"2004-06-08 00:00:00","USD","BRL",3.911,3.911,"2004-06-08 00:00:00"
12175,"2004-06-08 00:00:00","USD","CAD",1.569,1.5689,"2004-06-08 00:00:00"
12176,"2004-06-08 00:00:00","USD","CNY",8.2871,8.2864,"2004-06-08 00:00:00"
12177,"2004-06-08 00:00:00","USD","EUR",1.0228,1.0224,"2004-06-08 00:00:00"
12178,"2004-06-08 00:00:00","USD","GBP",0.647,0.6462,"2004-06-08 00:00:00"
12179,"2004-06-08 00:00:00","USD","JPY",125.16,125.12,"2004-06-08 00:00:00"
12180,"2004-06-08 00:00:00","USD","MXN",9.9885,9.98,"2004-06-08 00:00:00"
12181,"2004-06-08 00:00:00","USD","SAR",3.7509,3.7479,"2004-06-08 00:00:00"
12182,"2004-06-08 00:00:00","USD","VEB",1413.0,1412.9265,"2004-06-08 00:00:00"
12183,"2004-06-09 00:00:00","USD","ARS",3.6099,3.6105,"2004-06-09 00:00:00"
12184,"2004-06-09 00:00:00","USD","AUD",1.809,1.8092,"2004-06-09 00:00:00"
12185,"2004-06-09 00:00:00","USD","BRL",3.9169,3.9169,"2004-06-09 00:00:00"
12186,"2004-06-09 00:00:00","USD","CAD",1.5644,1.5653,"2004-06-09 00:00:00"
12187,"2004-06-09 00:00:00","USD","CNY",8.287,8.288,"2004-06-09 00:00:00"
12188,"2004-06-09 00:00:00","USD","EUR",1.0244,1.0246,"2004-06-09 00:00:00"
12189,"2004-06-09 00:00:00","USD","GBP",0.6464,0.6465,"2004-06-09 00:00:00"
12190,"2004-06-09 00:00:00","USD","JPY",124.61,124.649,"2004-06-09 00:00:00"
12191,"2004-06-09 00:00:00","USD","MXN",9.9413,9.944,"2004-06-09 00:00:00"
12192,"2004-06-09 00:00:00","USD","SAR",3.7503,3.7561,"2004-06-09 00:00:00"
12193,"2004-06-09 00:00:00","USD","VEB",1433.5,1433.5794,"2004-06-09 00:00:00"
12194,"2004-06-10 00:00:00","USD","ARS",3.6099,3.6091,"2004-06-10 00:00:00"
12195,"2004-06-10 00:00:00","USD","AUD",1.805,1.8049,"2004-06-10 00:00:00"
12196,"2004-06-10 00:00:00","USD","BRL",3.8149,3.8149,"2004-06-10 00:00:00"
12197,"2004-06-10 00:00:00","USD","CAD",1.5653,1.565,"2004-06-10 00:00:00"
12198,"2004-06-10 00:00:00","USD","CNY",8.287,8.2866,"2004-06-10 00:00:00"
12199,"2004-06-10 00:00:00","USD","EUR",1.0232,1.0229,"2004-06-10 00:00:00"
12200,"2004-06-10 00:00:00","USD","GBP",0.6434,0.6425,"2004-06-10 00:00:00"
12201,"2004-06-10 00:00:00","USD","JPY",124.49,124.424,"2004-06-10 00:00:00"
12202,"2004-06-10 00:00:00","USD","MXN",9.9962,9.9939,"2004-06-10 00:00:00"
12203,"2004-06-10 00:00:00","USD","SAR",3.7503,3.7435,"2004-06-10 00:00:00"
12204,"2004-06-10 00:00:00","USD","VEB",1432.0,1431.9298,"2004-06-10 00:00:00"
12205,"2004-06-11 00:00:00","USD","ARS",3.6099,3.6105,"2004-06-11 00:00:00"
12206,"2004-06-11 00:00:00","USD","AUD",1.7999,1.8003,"2004-06-11 00:00:00"
12207,"2004-06-11 00:00:00","USD","BRL",3.8885,3.8889,"2004-06-11 00:00:00"
12208,"2004-06-11 00:00:00","USD","CAD",1.568,1.5682,"2004-06-11 00:00:00"
12209,"2004-06-11 00:00:00","USD","CNY",8.2873,8.2873,"2004-06-11 00:00:00"
12210,"2004-06-11 00:00:00","USD","EUR",1.0247,1.0249,"2004-06-11 00:00:00"
12211,"2004-06-11 00:00:00","USD","GBP",0.645,0.6452,"2004-06-11 00:00:00"
12212,"2004-06-11 00:00:00","USD","JPY",124.34,124.391,"2004-06-11 00:00:00"
12213,"2004-06-11 00:00:00","USD","MXN",10.0109,10.019,"2004-06-11 00:00:00"
12214,"2004-06-11 00:00:00","USD","SAR",3.7505,3.7595,"2004-06-11 00:00:00"
12215,"2004-06-11 00:00:00","USD","VEB",1432.0,1432.0006,"2004-06-11 00:00:00"
12216,"2004-06-12 00:00:00","USD","ARS",3.6099,3.6092,"2004-06-12 00:00:00"
12217,"2004-06-12 00:00:00","USD","AUD",1.7999,1.7992,"2004-06-12 00:00:00"
12218,"2004-06-12 00:00:00","USD","BRL",3.8885,3.8879,"2004-06-12 00:00:00"
12219,"2004-06-12 00:00:00","USD","CAD",1.5676,1.5669,"2004-06-12 00:00:00"
12220,"2004-06-12 00:00:00","USD","CNY",8.2873,8.2871,"2004-06-12 00:00:00"
12221,"2004-06-12 00:00:00","USD","EUR",1.0246,1.0245,"2004-06-12 00:00:00"
12222,"2004-06-12 00:00:00","USD","GBP",0.6449,0.6441,"2004-06-12 00:00:00"
12223,"2004-06-12 00:00:00","USD","JPY",124.34,124.257,"2004-06-12 00:00:00"
12224,"2004-06-12 00:00:00","USD","MXN",9.82,9.8109,"2004-06-12 00:00:00"
12225,"2004-06-12 00:00:00","USD","SAR",3.7505,3.7473,"2004-06-12 00:00:00"
12226,"2004-06-12 00:00:00","USD","VEB",1432.0,1431.9536,"2004-06-12 00:00:00"
12227,"2004-06-13 00:00:00","USD","ARS",3.6099,3.6105,"2004-06-13 00:00:00"
12228,"2004-06-13 00:00:00","USD","AUD",1.7995,1.7997,"2004-06-13 00:00:00"
12229,"2004-06-13 00:00:00","USD","BRL",3.8885,3.8889,"2004-06-13 00:00:00"
12230,"2004-06-13 00:00:00","USD","CAD",1.5677,1.5678,"2004-06-13 00:00:00"
12231,"2004-06-13 00:00:00","USD","CNY",8.2873,8.2878,"2004-06-13 00:00:00"
12232,"2004-06-13 00:00:00","USD","EUR",1.0242,1.0248,"2004-06-13 00:00:00"
12233,"2004-06-13 00:00:00","USD","GBP",0.6462,0.647,"2004-06-13 00:00:00"
12234,"2004-06-13 00:00:00","USD","JPY",124.2,124.2159,"2004-06-13 00:00:00"
12235,"2004-06-13 00:00:00","USD","MXN",9.82,9.826,"2004-06-13 00:00:00"
12236,"2004-06-13 00:00:00","USD","SAR",3.7505,3.7566,"2004-06-13 00:00:00"
12237,"2004-06-13 00:00:00","USD","VEB",1432.0,1432.0619,"2004-06-13 00:00:00"
12238,"2004-06-14 00:00:00","USD","ARS",3.6,3.5992,"2004-06-14 00:00:00"
12239,"2004-06-14 00:00:00","USD","AUD",1.7892,1.7887,"2004-06-14 00:00:00"
12240,"2004-06-14 00:00:00","USD","BRL",3.7759,3.7749,"2004-06-14 00:00:00"
12241,"2004-06-14 00:00:00","USD","CAD",1.5589,1.5588,"2004-06-14 00:00:00"
12242,"2004-06-14 00:00:00","USD","CNY",8.2873,8.287,"2004-06-14 00:00:00"
12243,"2004-06-14 00:00:00","USD","EUR",1.0158,1.0156,"2004-06-14 00:00:00"
12244,"2004-06-14 00:00:00","USD","GBP",0.6411,0.6403,"2004-06-14 00:00:00"
12245,"2004-06-14 00:00:00","USD","JPY",123.62,123.563,"2004-06-14 00:00:00"
12246,"2004-06-14 00:00:00","USD","MXN",10.0909,10.084,"2004-06-14 00:00:00"
12247,"2004-06-14 00:00:00","USD","SAR",3.7502,3.7458,"2004-06-14 00:00:00"
12248,"2004-06-14 00:00:00","USD","VEB",1386.0,1385.9396,"2004-06-14 00:00:00"
12249,"2004-06-15 00:00:00","USD","ARS",3.57,3.5703,"2004-06-15 00:00:00"
12250,"2004-06-15 00:00:00","USD","AUD",1.7956,1.7964,"2004-06-15 00:00:00"
12251,"2004-06-15 00:00:00","USD","BRL",3.83,3.83,"2004-06-15 00:00:00"
12252,"2004-06-15 00:00:00","USD","CAD",1.5629,1.5636,"2004-06-15 00:00:00"
12253,"2004-06-15 00:00:00","USD","CNY",8.2873,8.2874,"2004-06-15 00:00:00"
12254,"2004-06-15 00:00:00","USD","EUR",1.0168,1.0176,"2004-06-15 00:00:00"
12255,"2004-06-15 00:00:00","USD","GBP",0.6422,0.6431,"2004-06-15 00:00:00"
12256,"2004-06-15 00:00:00","USD","JPY",123.0,123.009,"2004-06-15 00:00:00"
12257,"2004-06-15 00:00:00","USD","MXN",10.2159,10.224,"2004-06-15 00:00:00"
12258,"2004-06-15 00:00:00","USD","SAR",3.7509,3.7606,"2004-06-15 00:00:00"
12259,"2004-06-15 00:00:00","USD","VEB",1380.0,1380.001,"2004-06-15 00:00:00"
12260,"2004-06-16 00:00:00","USD","ARS",3.55,3.5499,"2004-06-16 00:00:00"
12261,"2004-06-16 00:00:00","USD","AUD",1.8082,1.8072,"2004-06-16 00:00:00"
12262,"2004-06-16 00:00:00","USD","BRL",3.7149,3.714,"2004-06-16 00:00:00"
12263,"2004-06-16 00:00:00","USD","CAD",1.5661,1.5657,"2004-06-16 00:00:00"
12264,"2004-06-16 00:00:00","USD","CNY",8.2872,8.2863,"2004-06-16 00:00:00"
12265,"2004-06-16 00:00:00","USD","EUR",1.0161,1.0157,"2004-06-16 00:00:00"
12266,"2004-06-16 00:00:00","USD","GBP",0.6421,0.6411,"2004-06-16 00:00:00"
12267,"2004-06-16 00:00:00","USD","JPY",122.94,122.854,"2004-06-16 00:00:00"
12268,"2004-06-16 00:00:00","USD","MXN",10.208,10.199,"2004-06-16 00:00:00"
12269,"2004-06-16 00:00:00","USD","SAR",3.7504,3.7412,"2004-06-16 00:00:00"
